pour_temp,spin_rpm,carbon_pct,silicon_pct,cooling_sec,flow_rate,mold_type,quality_score,reject
1441.1,1024,2.913,2.053,69.8,2.34,Permanent,75.1,0
1506.0,1021,3.358,2.363,22.4,2.25,Die,64.04,1
1529.2,767,3.759,1.86,123.8,2.56,Sand,37.9,1
1450.7,897,3.758,1.404,119.7,1.2,Permanent,75.27,0
1494.4,655,3.404,2.856,38.0,2.16,Die,46.77,1
1402.1,1001,3.319,2.679,86.8,0.76,Permanent,88.55,0
1398.1,1446,3.742,1.45,73.8,0.94,Permanent,69.23,0
1416.5,916,4.039,1.567,120.3,2.13,Permanent,78.24,0
1467.8,1293,3.851,2.758,60.9,1.16,Permanent,72.21,0
1469.6,748,3.175,2.636,37.5,0.87,Permanent,53.46,1
1399.9,662,4.055,1.873,93.2,2.12,Permanent,62.79,1
1365.3,1148,3.632,1.636,23.5,1.55,Die,73.16,0
1460.2,1111,3.035,1.653,42.8,1.36,Die,76.64,0
1364.4,842,3.304,2.769,45.7,0.46,Permanent,53.95,1
1449.9,937,3.769,2.983,130.9,2.36,Permanent,63.01,1
1471.8,681,3.944,2.417,68.6,2.16,Sand,51.42,1
1473.1,1448,3.535,1.904,51.1,1.14,Permanent,59.1,1
1483.2,951,3.065,3.063,26.9,0.95,Die,72.32,0
1505.8,869,3.048,1.934,26.1,0.49,Sand,33.35,1
1435.0,1455,3.291,2.583,74.6,1.38,Sand,68.8,0
1478.7,689,2.945,2.966,87.6,1.34,Sand,57.43,1
1457.6,935,3.402,2.642,45.6,1.55,Permanent,71.45,0
1375.5,913,3.833,2.958,53.7,1.5,Sand,57.5,1
1344.9,913,3.453,1.819,131.8,1.11,Sand,53.2,1
1394.1,661,3.896,1.984,45.5,1.29,Permanent,54.75,1
1424.2,1585,3.689,2.551,81.3,0.93,Sand,65.04,0
1457.3,1514,3.132,2.231,124.6,1.29,Die,49.12,1
1501.5,1064,3.157,1.712,92.3,2.33,Permanent,56.69,1
1377.3,1095,3.32,2.679,94.3,1.97,Permanent,78.17,0
1363.9,1174,3.546,1.982,84.1,1.06,Sand,74.88,0
1523.1,1128,3.714,2.928,86.0,1.22,Sand,62.11,1
1360.5,1429,3.108,2.649,98.2,1.6,Sand,61.13,1
1430.9,1138,3.084,1.97,67.6,2.46,Permanent,87.95,0
1451.3,839,2.915,2.227,88.4,2.29,Sand,63.63,1
1442.9,767,3.035,2.997,25.9,0.61,Die,61.44,1
1356.3,1568,3.802,2.395,113.6,0.55,Die,33.54,1
1350.8,698,2.966,2.684,103.1,1.24,Sand,39.56,1
1360.0,1548,3.627,3.028,109.9,1.02,Sand,42.92,1
1451.3,1340,3.621,2.72,85.0,1.61,Sand,73.7,0
1443.4,1055,4.091,1.471,83.4,1.84,Sand,79.47,0
1384.4,837,3.713,1.836,33.8,2.56,Permanent,67.19,0
1461.2,960,3.739,1.874,64.4,1.87,Sand,67.42,0
1495.8,1180,3.008,2.297,34.4,0.76,Permanent,53.92,1
1347.9,1307,3.952,2.014,72.6,1.76,Permanent,68.89,0
1434.6,1341,3.284,2.446,35.9,1.02,Sand,66.64,0
1471.0,1097,3.275,2.966,89.8,2.13,Die,77.24,0
1387.9,1024,3.459,2.657,59.1,1.86,Sand,71.44,0
1398.5,1418,3.749,1.409,40.1,1.14,Permanent,73.83,0
1456.6,1575,3.253,3.011,115.0,0.47,Die,49.43,1
1510.6,1564,3.833,1.713,127.4,1.14,Sand,34.51,1
1493.9,1202,3.195,2.0,139.2,0.72,Die,47.26,1
1450.8,729,3.047,1.514,136.3,1.67,Die,51.32,1
1478.7,723,3.736,1.696,74.7,0.75,Permanent,60.93,1
1409.3,1053,4.006,3.003,32.2,1.02,Permanent,71.67,0
1461.8,1383,3.992,2.409,86.0,0.54,Sand,55.01,1
1428.6,1147,2.975,1.797,135.9,1.71,Permanent,73.51,0
1376.1,1277,3.37,1.718,58.4,2.32,Permanent,61.97,1
1473.3,1493,3.245,2.856,35.7,1.52,Sand,48.5,1
1445.7,690,3.446,1.613,79.5,2.04,Sand,61.29,1
1408.1,1574,2.961,1.992,37.1,0.58,Permanent,47.89,1
1513.2,981,3.393,2.07,109.5,2.17,Permanent,59.27,1
1344.0,697,4.053,1.527,100.0,0.8,Die,40.74,1
1400.0,1485,3.58,2.101,21.7,2.46,Die,59.79,1
1350.8,1584,3.161,2.734,31.4,2.49,Permanent,36.34,1
1485.6,1419,3.871,2.728,119.9,1.12,Sand,41.11,1
1473.4,1455,3.377,1.725,48.8,2.09,Permanent,56.96,1
1403.0,1521,2.977,2.689,79.7,2.6,Sand,52.1,1
1468.4,1172,3.323,1.867,38.7,0.73,Permanent,73.26,0
1415.2,1330,3.877,2.63,108.0,2.18,Sand,68.1,0
1483.7,936,3.165,2.599,110.2,2.23,Permanent,64.76,1
1426.3,900,3.292,2.828,91.9,0.97,Sand,80.54,0
1418.3,1259,3.226,3.079,59.9,1.26,Permanent,90.92,0
1517.6,1385,3.978,1.564,86.6,1.3,Permanent,55.72,1
1387.7,1047,3.253,1.834,37.5,1.96,Sand,62.3,1
1362.9,1050,3.188,2.454,131.6,0.57,Die,49.07,1
1451.1,1604,4.013,2.326,120.6,1.44,Sand,49.45,1
1524.2,1168,4.1,2.817,43.4,1.85,Permanent,49.14,1
1411.8,1636,3.612,1.573,96.5,0.67,Permanent,55.6,1
1351.8,1513,4.022,2.23,50.1,1.41,Die,50.08,1
1404.5,1290,3.822,1.994,39.5,1.44,Permanent,69.99,0
1436.1,659,3.125,1.524,47.7,0.52,Die,61.13,1
1370.8,946,3.721,2.668,85.4,2.44,Sand,69.32,0
1465.0,1068,3.848,2.199,37.8,1.12,Sand,70.14,0
1529.6,1303,3.792,1.516,46.7,1.86,Permanent,53.48,1
1425.8,1046,3.536,1.414,128.0,1.88,Permanent,85.23,0
1407.4,1478,3.518,1.44,70.0,1.1,Permanent,69.75,0
1416.1,1313,3.886,2.069,111.1,1.35,Sand,75.47,0
1361.9,997,3.727,2.941,28.6,0.82,Sand,58.1,1
1507.8,1434,3.851,1.83,125.8,1.09,Sand,44.93,1
1418.8,953,3.149,1.626,93.5,2.11,Permanent,83.71,0
1413.6,713,4.06,2.387,95.4,2.47,Die,53.62,1
1465.3,823,3.779,2.204,47.9,0.98,Die,64.98,1
1424.0,653,3.407,2.604,54.7,2.02,Permanent,68.81,0
1463.2,1482,3.619,2.031,78.5,2.24,Die,57.73,1
1351.7,1277,3.668,1.805,106.5,2.47,Permanent,61.19,1
1494.6,1221,3.861,2.674,52.5,1.52,Sand,62.0,1
1518.7,1312,3.741,2.239,122.6,1.36,Permanent,52.44,1
1463.3,1304,3.913,2.811,138.0,0.63,Permanent,51.69,1
1521.4,1215,3.374,1.461,81.6,0.59,Permanent,59.57,1
1368.8,1492,3.406,1.579,97.5,1.27,Permanent,51.21,1
1430.7,1091,3.126,2.055,133.9,1.92,Permanent,81.05,0
1454.3,1455,3.519,1.959,97.4,1.59,Sand,63.96,1
1450.5,1437,3.382,1.481,98.4,0.61,Permanent,63.57,1
1416.3,850,3.698,1.861,26.1,0.5,Permanent,67.45,0
1404.2,1104,3.624,2.217,105.8,1.79,Permanent,85.67,0
1364.1,1485,3.929,2.604,78.7,0.7,Permanent,51.63,1
1414.4,1481,3.102,1.815,99.0,2.08,Die,54.08,1
1370.9,674,3.999,2.771,114.0,2.01,Die,40.1,1
1479.5,873,3.165,2.848,84.3,2.04,Permanent,69.62,0
1379.7,1074,3.765,1.839,49.7,2.1,Sand,69.95,0
1351.1,697,3.498,2.086,122.5,1.16,Permanent,45.02,1
1444.9,911,3.743,3.041,118.3,1.61,Sand,73.09,0
1453.1,908,3.544,2.433,36.4,2.54,Permanent,76.53,0
1505.7,865,3.683,2.122,63.4,2.06,Permanent,60.23,1
1449.6,1047,3.802,2.532,124.8,2.33,Permanent,67.82,0
1405.6,1463,3.132,2.071,115.1,2.16,Permanent,63.53,1
1492.6,894,3.311,3.086,127.9,0.74,Permanent,51.31,1
1442.7,1232,3.941,1.453,42.6,0.65,Sand,71.18,0
1355.1,1208,3.903,1.634,86.2,1.65,Permanent,74.13,0
1447.5,1468,3.717,2.714,77.0,1.91,Die,61.21,1
1512.5,1044,3.266,2.783,45.3,0.71,Permanent,61.24,1
1415.3,874,3.148,2.309,80.2,1.52,Sand,80.75,0
1396.3,1542,2.958,1.901,51.6,1.11,Permanent,45.24,1
1367.3,1483,4.021,2.606,114.9,1.32,Sand,40.42,1
1368.8,1272,3.663,1.707,135.5,1.35,Die,57.6,1
1422.2,743,3.396,1.806,118.2,2.13,Sand,67.76,0
1453.2,666,3.728,2.744,105.2,2.39,Die,56.82,1
1355.3,833,3.45,2.582,88.4,0.85,Die,60.4,1
1518.5,847,3.321,2.323,38.4,2.38,Permanent,45.02,1
1483.5,786,3.501,1.692,138.2,2.04,Permanent,41.77,1
1451.5,912,3.784,2.832,74.4,1.6,Die,77.77,0
1497.4,988,3.905,1.522,32.1,1.83,Permanent,65.71,0
1355.2,1404,3.02,2.518,57.2,2.01,Permanent,54.56,1
1430.6,1360,2.978,2.673,137.3,0.74,Permanent,59.8,1
1459.7,754,3.308,1.893,23.4,1.22,Permanent,62.71,1
1497.4,1627,2.947,2.713,45.0,1.0,Sand,30.47,1
1488.9,1402,3.494,1.445,104.3,1.38,Sand,55.42,1
1392.6,813,3.889,2.988,107.5,0.62,Permanent,50.89,1
1518.8,774,3.317,2.047,101.8,1.97,Die,41.64,1
1363.6,738,3.471,2.826,80.3,1.74,Sand,50.72,1
1506.3,1382,3.589,1.942,45.9,1.04,Permanent,58.45,1
1524.5,886,3.996,2.602,50.2,1.92,Die,51.73,1
1373.7,723,4.012,2.366,46.6,1.29,Die,53.09,1
1477.2,1072,3.658,2.163,139.3,0.43,Permanent,70.19,0
1347.7,1359,2.912,3.086,30.6,0.91,Permanent,49.75,1
1417.0,955,3.128,2.756,111.1,0.7,Permanent,75.62,0
1438.1,1133,3.142,1.62,117.7,1.82,Sand,74.67,0
1450.3,843,3.619,3.059,22.5,2.22,Permanent,62.99,1
1517.8,1079,3.749,2.198,20.2,1.28,Die,60.32,1
1467.7,1009,3.007,2.483,105.8,0.89,Permanent,72.05,0
1431.4,1084,3.248,1.601,136.6,2.06,Sand,73.52,0
1493.8,1116,3.509,3.079,71.6,2.2,Permanent,71.92,0
1520.6,742,3.826,2.21,117.2,1.69,Die,42.21,1
1344.2,743,3.313,2.183,103.0,1.99,Sand,47.32,1
1526.7,911,3.497,1.909,36.7,0.47,Sand,38.13,1
1356.4,766,3.495,2.057,57.6,2.03,Permanent,58.27,1
1494.7,903,4.012,2.7,127.0,2.12,Permanent,47.47,1
1393.3,675,3.914,1.558,112.1,1.23,Permanent,58.18,1
1365.1,1001,3.929,1.873,21.8,1.11,Permanent,64.29,1
1423.6,863,3.1,1.983,70.7,0.91,Permanent,72.23,0
1462.4,1542,3.981,1.827,29.0,0.46,Permanent,46.36,1
1412.4,1508,3.372,1.763,35.8,1.32,Permanent,64.58,1
1350.4,950,3.554,3.098,102.0,2.05,Sand,55.76,1
1453.9,1125,3.637,2.788,96.8,1.18,Sand,82.23,0
1511.5,1606,3.416,1.771,24.2,2.47,Die,37.36,1
1412.8,1174,3.312,2.923,65.8,0.52,Die,86.23,0
1381.1,1498,3.198,2.07,48.4,0.44,Sand,50.16,1
1424.1,1476,3.516,1.535,116.4,2.23,Permanent,63.05,1
1349.2,1591,3.905,2.412,73.2,1.72,Sand,40.49,1
1495.9,956,3.818,2.302,64.9,1.07,Die,71.83,0
1497.0,693,3.512,2.178,76.6,2.01,Sand,46.87,1
1451.7,754,3.311,1.709,117.4,1.6,Sand,63.23,1
1407.1,1221,2.915,2.693,61.8,2.26,Permanent,74.47,0
1492.0,1180,3.149,2.282,93.8,2.58,Permanent,69.64,0
1445.4,948,3.124,2.796,34.8,2.07,Permanent,67.74,0
1496.9,899,3.606,1.726,87.0,0.55,Permanent,55.47,1
1460.0,1359,4.005,3.059,96.6,2.0,Sand,58.52,1
1489.0,991,3.279,2.545,47.9,2.55,Permanent,68.23,0
1453.7,1254,3.852,2.232,69.9,0.69,Die,75.48,0
1418.7,1362,3.296,2.685,91.1,1.78,Sand,85.83,0
1522.0,1080,4.057,2.415,61.0,1.27,Sand,50.82,1
1442.8,843,3.134,2.12,37.8,2.46,Permanent,61.19,1
1455.0,1511,3.388,2.721,24.1,0.53,Permanent,53.85,1
1381.9,744,3.079,1.972,64.6,1.95,Sand,53.4,1
1458.9,1479,3.171,1.443,24.3,1.86,Sand,36.09,1
1448.6,1487,3.027,2.746,51.8,1.83,Die,60.12,1
1375.1,1221,3.031,1.909,79.0,0.74,Sand,65.99,0
1351.3,1279,3.654,2.436,74.7,0.66,Sand,57.56,1
1454.8,1008,3.841,2.918,86.1,0.52,Permanent,76.53,0
1485.1,1492,2.997,1.841,80.5,0.56,Permanent,51.04,1
1439.4,914,3.166,2.92,77.0,1.91,Sand,77.56,0
1383.1,1210,3.285,1.706,48.9,2.48,Sand,62.18,1
1466.6,652,4.024,1.824,28.4,1.56,Sand,46.86,1
1355.2,1590,3.618,2.352,31.2,1.96,Die,47.59,1
1423.9,1598,3.029,2.307,90.5,2.28,Sand,57.22,1
1371.0,1360,3.344,2.899,109.0,0.85,Die,57.74,1
1375.0,1073,3.758,1.804,27.9,0.89,Permanent,73.12,0
1378.4,829,4.074,3.032,125.9,1.95,Permanent,46.93,1
1413.5,1142,3.786,2.39,125.5,1.4,Permanent,88.7,0
1349.7,1441,3.117,2.469,103.3,1.56,Die,50.42,1
1415.6,1255,3.883,1.423,81.3,0.56,Permanent,88.63,0
1437.2,1177,2.904,3.094,24.8,1.04,Permanent,82.33,0
1431.8,1499,3.479,1.99,79.4,0.48,Permanent,67.29,0
1412.7,963,3.314,2.224,99.3,2.37,Die,73.78,0
1499.4,1510,4.036,1.474,132.6,2.24,Die,31.36,1
1367.6,1089,2.955,2.205,27.0,1.11,Sand,56.24,1
1436.1,652,3.207,1.553,110.1,0.51,Permanent,56.55,1
1351.8,1382,3.212,3.043,95.9,1.81,Sand,66.25,0
1353.5,1528,3.408,2.83,90.6,1.04,Permanent,53.14,1
1449.0,1134,4.008,2.616,23.9,1.88,Sand,64.94,1
1447.5,1105,3.683,2.316,24.5,0.94,Permanent,75.77,0
1506.8,1455,3.046,2.745,101.3,2.04,Sand,44.45,1
1446.0,1535,3.89,1.695,41.6,0.91,Permanent,58.67,1
1522.4,1624,3.656,1.599,120.0,1.89,Permanent,37.64,1
1349.3,996,2.919,1.432,72.8,1.88,Permanent,63.64,1
1358.6,1245,4.002,2.251,44.9,0.85,Sand,50.05,1
1348.4,1473,2.957,2.569,122.8,0.53,Die,32.08,1
1375.2,1182,3.632,1.95,45.9,0.46,Die,72.87,0
1442.8,1112,3.621,1.44,91.1,2.03,Die,90.58,0
1462.7,1222,3.631,1.514,75.2,2.22,Permanent,81.57,0
1348.7,1007,3.918,1.665,99.9,0.61,Sand,60.88,1
1519.7,842,3.048,2.163,60.4,0.44,Sand,40.85,1
1500.0,717,3.542,2.132,58.5,2.19,Permanent,49.35,1
1396.4,1260,3.588,1.632,94.5,0.44,Die,65.7,0
1354.7,1029,3.377,2.782,137.1,2.29,Permanent,63.13,1
1372.3,1533,3.534,2.5,135.0,2.17,Permanent,55.69,1
1364.1,873,3.501,2.189,27.3,2.19,Permanent,59.71,1
1363.4,961,3.811,2.637,89.5,0.81,Sand,66.66,0
1438.5,1621,3.075,3.046,22.4,1.94,Sand,44.36,1
1386.7,1206,2.936,1.499,103.4,1.99,Permanent,64.46,1
1408.0,997,4.018,3.091,106.4,1.91,Permanent,75.43,0
1528.0,1511,3.276,3.072,45.2,0.78,Permanent,38.52,1
1470.0,1393,3.85,1.631,102.9,1.15,Permanent,63.27,1
1520.3,1223,3.284,2.93,30.1,0.71,Permanent,58.02,1
1367.1,1539,2.905,2.642,36.4,0.76,Die,45.63,1
1412.6,744,3.159,1.753,81.8,1.03,Permanent,74.0,0
1445.4,1044,3.027,2.77,64.0,2.18,Sand,73.9,0
1354.6,1461,3.887,1.635,132.2,2.05,Permanent,44.69,1
1340.8,1036,3.105,1.651,93.9,2.03,Sand,53.15,1
1467.4,1577,4.092,1.667,102.5,0.63,Die,53.09,1
1461.9,803,3.635,2.594,119.4,1.94,Permanent,55.06,1
1418.0,987,3.288,1.432,118.7,1.15,Die,74.5,0
1433.0,1076,3.506,2.267,112.3,2.19,Permanent,84.69,0
1418.9,1337,4.054,2.133,106.7,1.14,Die,70.9,0
1344.6,845,3.663,1.697,115.0,0.73,Sand,48.33,1
1403.7,660,3.804,1.538,27.1,2.14,Permanent,55.66,1
1373.6,1627,3.492,2.003,91.7,0.69,Permanent,46.17,1
1358.7,1549,3.539,1.963,102.8,0.79,Permanent,50.1,1
1521.8,950,4.081,3.055,72.7,0.6,Permanent,50.99,1
1453.9,1133,3.625,1.733,117.6,1.13,Permanent,83.73,0
1478.4,1139,3.55,2.239,104.7,0.56,Permanent,74.13,0
1399.9,1519,3.948,2.234,29.7,1.43,Sand,51.98,1
1414.7,1247,3.439,2.233,118.9,1.61,Die,78.74,0
1385.0,1476,3.468,3.012,62.2,1.04,Die,64.72,1
1358.4,1562,3.752,2.023,76.4,1.78,Die,54.95,1
1374.0,1216,3.092,1.549,58.4,2.08,Permanent,62.92,1
1491.5,935,3.056,1.538,124.8,1.41,Permanent,55.17,1
1468.7,1149,3.642,2.846,66.7,1.14,Permanent,83.06,0
1443.9,1501,3.12,2.372,131.3,1.68,Permanent,65.04,0
1430.3,1234,3.423,1.752,126.9,1.87,Permanent,74.67,0
1515.3,1546,3.865,2.853,85.8,2.46,Permanent,38.73,1
1353.8,1545,3.272,2.715,59.7,1.24,Sand,47.03,1
1393.3,1023,3.791,2.038,26.5,2.06,Permanent,73.63,0
1406.5,1098,3.293,2.278,23.4,0.59,Sand,70.07,0
1488.7,1328,2.948,2.483,121.7,1.38,Sand,53.23,1
1528.6,761,3.01,1.793,94.9,0.89,Sand,37.81,1
1385.7,1116,3.421,2.5,54.4,1.7,Sand,71.92,0
1506.1,799,3.281,2.429,42.7,2.34,Die,46.91,1
1497.8,1498,3.463,2.042,27.9,0.66,Sand,37.88,1
1382.7,1593,3.528,2.427,71.0,0.86,Permanent,58.11,1
1415.9,792,4.031,1.899,62.0,2.6,Die,76.49,0
1417.8,1317,3.467,2.364,72.9,1.24,Sand,82.75,0
1525.9,1287,3.929,2.384,79.1,0.41,Sand,45.8,1
1374.4,1410,3.921,3.072,97.1,1.49,Sand,58.88,1
1491.8,1346,3.965,1.591,60.5,2.01,Die,60.2,1
1403.5,867,3.546,1.527,24.4,2.08,Sand,55.1,1
1478.9,941,3.243,1.891,76.9,1.38,Permanent,74.04,0
1419.8,815,3.844,1.919,86.9,1.92,Die,72.04,0
1449.9,1571,3.287,3.042,48.2,0.6,Permanent,59.07,1
1498.2,1172,3.975,3.098,58.4,0.92,Sand,51.93,1
1492.8,1626,3.026,2.624,105.6,0.99,Permanent,37.85,1
1504.6,1099,3.714,1.64,69.7,2.49,Sand,59.87,1
1351.3,1203,3.478,2.369,73.7,0.45,Sand,58.0,1
1471.5,1439,3.628,2.888,97.3,0.84,Die,52.2,1
1366.6,1447,3.033,2.188,109.1,2.59,Permanent,42.89,1
1419.0,881,4.066,2.329,84.2,2.4,Permanent,73.16,0
1444.2,938,3.757,2.401,98.1,1.71,Permanent,76.76,0
1416.5,748,3.242,2.529,117.8,1.95,Permanent,67.77,0
1438.7,1455,3.967,2.469,36.0,0.5,Die,57.44,1
1529.3,1444,3.443,2.262,39.9,2.41,Permanent,42.66,1
1365.7,731,3.123,1.998,95.8,1.79,Permanent,49.89,1
1468.3,907,3.417,2.04,135.2,0.59,Sand,55.7,1
1415.2,1100,3.283,1.958,21.0,1.48,Permanent,82.06,0
1365.3,1192,3.75,2.724,55.2,1.26,Permanent,66.63,0
1370.2,1173,2.926,2.197,53.9,1.09,Permanent,67.23,0
1520.4,1633,3.956,1.579,38.5,0.4,Permanent,28.85,1
1507.1,1414,3.419,1.883,80.3,1.67,Permanent,55.57,1
1512.3,763,3.036,1.72,95.8,1.49,Permanent,53.25,1
1528.4,944,3.821,1.544,94.1,2.24,Die,55.36,1
1379.6,995,4.086,1.931,135.7,1.66,Permanent,63.9,1
1407.5,965,3.983,1.466,54.1,0.7,Die,75.84,0
1467.2,1436,3.098,2.0,85.5,1.2,Permanent,55.24,1
1431.9,1011,3.16,1.417,28.8,2.11,Sand,71.51,0
1419.5,1142,4.085,2.451,98.9,0.97,Permanent,78.83,0
1408.0,1183,3.143,1.995,121.2,1.57,Sand,72.58,0
1452.8,920,3.262,1.405,133.2,0.54,Sand,61.94,1
1449.4,973,3.647,2.784,87.2,1.57,Sand,82.33,0
1370.7,1430,3.25,1.556,103.7,2.27,Permanent,51.28,1
1429.6,1517,3.358,2.102,120.4,1.61,Die,59.23,1
1445.2,687,3.79,1.425,121.6,1.12,Permanent,63.29,1
1448.4,1255,3.612,2.853,54.0,0.46,Permanent,63.04,1
1379.9,1283,3.872,1.844,98.3,2.1,Sand,68.18,0
1481.0,1387,3.831,2.617,132.8,1.17,Permanent,54.36,1
1344.8,1344,3.859,1.711,132.3,1.81,Permanent,54.35,1
1407.4,1527,3.113,3.024,42.4,1.4,Sand,49.03,1
1488.2,728,3.208,2.79,130.7,0.72,Permanent,45.32,1
1447.1,1038,3.119,1.498,132.1,1.12,Permanent,67.73,0
1389.6,1432,3.047,1.566,86.7,2.13,Sand,55.99,1
1472.0,1497,3.92,1.632,45.5,1.21,Permanent,57.29,1
1447.8,915,2.905,2.272,26.3,1.27,Die,65.29,0
1491.3,1235,3.653,3.001,43.1,0.55,Permanent,57.16,1
1479.7,831,3.947,2.408,36.2,0.56,Permanent,59.36,1
1455.9,1501,3.101,1.835,43.1,2.47,Sand,46.53,1
1432.8,1380,4.018,2.201,136.6,1.26,Permanent,59.59,1
1365.3,872,4.049,1.773,39.6,0.76,Permanent,61.13,1
1389.7,1274,3.597,3.009,83.2,1.47,Permanent,77.46,0
1419.6,1159,3.701,2.934,48.2,0.98,Permanent,85.03,0
1453.9,909,3.124,3.023,28.9,0.94,Die,70.31,0
1437.6,1543,4.081,3.055,49.2,0.54,Sand,39.7,1
1394.8,798,3.787,1.583,102.5,2.55,Die,65.58,0
1341.2,1117,3.519,3.025,43.8,2.21,Permanent,65.85,0
1434.3,1233,3.501,2.451,37.4,2.55,Sand,67.24,0
1394.3,1474,3.642,1.874,32.2,1.91,Sand,58.32,1
1479.6,800,3.123,2.244,37.6,0.43,Sand,39.64,1
1344.5,1259,3.616,1.546,23.9,2.53,Permanent,53.62,1
1451.1,657,2.984,1.86,42.2,0.66,Permanent,49.78,1
1518.9,1473,3.626,2.519,130.2,1.5,Permanent,36.78,1
1373.1,885,3.59,1.876,139.6,0.55,Permanent,51.81,1
1429.6,1371,3.329,1.968,108.8,0.5,Permanent,68.65,0
1357.4,1252,3.008,2.573,85.2,1.39,Sand,66.56,0
1458.9,700,3.56,1.944,27.8,0.76,Sand,45.16,1
1444.6,833,3.425,1.451,118.0,0.78,Die,59.64,1
1417.4,918,3.275,2.394,41.9,1.06,Die,78.78,0
1439.1,1537,3.414,2.927,108.2,1.12,Permanent,65.95,0
1510.3,1131,2.973,2.796,137.6,2.19,Sand,50.55,1
1377.3,1564,3.002,2.023,118.5,0.63,Sand,33.09,1
1344.3,697,3.073,1.706,93.4,2.2,Sand,32.67,1
1503.7,657,3.564,1.63,42.4,0.88,Die,42.35,1
1449.7,1598,3.24,1.967,139.5,1.16,Sand,50.5,1
1509.2,1374,3.182,1.631,31.8,1.22,Permanent,44.06,1
1453.4,1433,3.657,2.502,109.5,0.68,Sand,59.89,1
1493.9,1566,3.616,3.058,53.4,1.75,Sand,38.26,1
1421.6,1635,3.306,1.51,21.8,1.91,Die,55.13,1
1482.5,748,4.025,2.021,59.3,0.77,Permanent,55.55,1
1513.5,808,3.378,3.08,98.6,1.27,Permanent,64.02,1
1448.7,839,3.127,1.436,130.3,0.44,Permanent,53.57,1
1374.3,1468,3.967,1.489,25.5,1.18,Sand,46.11,1
1391.1,1006,3.743,2.021,117.6,0.86,Die,69.47,0
1377.7,1243,3.799,1.989,85.4,1.42,Sand,76.76,0
1386.9,1505,3.919,2.726,77.8,2.15,Die,59.23,1
1398.2,1333,3.855,2.074,110.3,2.56,Permanent,70.66,0
1445.5,715,3.917,2.043,48.1,2.54,Die,66.73,0
1451.7,1096,3.173,2.451,100.2,1.81,Permanent,82.65,0
1421.0,718,3.639,2.61,57.6,0.69,Permanent,70.47,0
1456.9,1129,3.711,3.097,96.2,0.82,Sand,73.55,0
1355.5,869,3.251,2.073,22.8,0.44,Permanent,45.63,1
1356.7,651,4.093,2.175,132.8,1.84,Sand,35.44,1
1372.6,1463,3.869,1.535,129.5,1.48,Permanent,50.97,1
1438.4,1619,3.998,2.053,132.3,2.35,Permanent,47.83,1
1380.7,1614,3.083,1.6,29.0,2.44,Sand,28.99,1
1393.8,949,2.945,2.432,38.4,1.4,Sand,66.81,0
1416.1,1479,2.934,2.512,128.2,1.66,Sand,53.52,1
1494.3,1329,3.94,2.863,107.1,2.08,Sand,45.95,1
1342.6,1450,3.556,1.573,74.3,1.99,Die,49.68,1
1463.4,1496,3.269,2.086,55.4,0.77,Die,52.74,1
1467.1,1630,3.867,2.249,121.6,2.06,Sand,38.16,1
1491.7,802,3.673,2.5,119.1,0.7,Permanent,55.85,1
1517.2,1420,3.643,3.057,52.1,1.59,Permanent,49.91,1
1343.8,1384,3.857,1.47,79.0,1.57,Sand,62.55,1
1369.2,938,3.463,2.734,94.8,1.18,Die,69.56,0
1508.4,1043,3.094,1.588,34.0,1.45,Sand,49.22,1
1427.1,827,4.001,2.154,135.9,0.71,Sand,65.41,0
1447.3,1563,3.938,1.978,115.0,0.92,Sand,60.22,1
1466.0,1529,3.198,2.746,98.7,1.26,Permanent,60.27,1
1469.0,1264,3.295,2.65,123.6,0.94,Permanent,72.64,0
1517.0,1162,3.884,2.862,38.8,1.13,Permanent,55.26,1
1529.4,883,4.067,2.866,101.3,0.61,Permanent,34.16,1
1476.8,1440,3.831,2.012,31.7,1.27,Permanent,56.29,1
1394.6,658,2.963,2.305,42.0,2.55,Sand,42.68,1
1507.2,1113,3.39,1.57,50.9,0.97,Permanent,65.67,0
1349.4,1511,3.831,2.105,82.2,2.55,Sand,39.02,1
1383.9,1268,3.459,2.488,36.1,1.67,Permanent,70.77,0
1510.5,1285,3.711,3.016,98.5,1.6,Die,54.3,1
1388.7,721,2.944,1.948,33.6,1.35,Permanent,54.92,1
1381.9,937,3.154,2.883,53.6,0.47,Permanent,66.54,0
1366.2,1324,3.811,2.754,109.1,1.55,Permanent,65.51,0
1503.2,700,3.131,2.279,104.0,2.15,Permanent,44.58,1
1435.0,981,4.065,1.573,127.9,2.06,Permanent,71.39,0
1468.2,1004,3.34,2.902,90.1,1.32,Die,74.12,0
1385.4,1149,3.133,1.576,124.5,1.73,Permanent,67.43,0
1484.0,1012,3.133,3.095,122.5,0.79,Permanent,59.95,1
1484.4,1104,3.11,2.448,74.6,0.82,Permanent,75.56,0
1399.4,1197,3.317,2.559,122.3,1.5,Sand,84.33,0
1418.0,778,3.598,2.157,105.7,0.41,Permanent,64.58,1
1379.8,830,3.96,1.892,41.8,1.25,Permanent,63.21,1
1525.5,1483,4.02,2.233,91.1,0.79,Die,33.7,1
1462.7,1110,3.62,2.799,68.6,2.16,Permanent,80.62,0
1517.6,1005,3.659,2.412,59.4,0.98,Permanent,65.04,0
1397.6,1084,3.525,1.52,92.8,1.88,Permanent,84.18,0
1488.6,825,3.304,2.435,77.1,1.46,Permanent,70.32,0
