carbon_pct,silicon_pct,manganese_pct,phosphorus_pct,magnesium_added_pct,treatment_time_min,rpm,mold_diameter_m,pour_temp_c,mold_preheat_c,wall_thickness_mm,mold_type,mold_enc,carbon_equivalent,liquidus_temp_c,superheat_c,G_factor,Mg_effective_pct,nodularity_index,solidification_time_s,cooling_rate_cs,quality_score,reject
3.849,1.835,0.453,0.0387,0.0295,12.4,552,0.05,1465.4,148.2,39.4,Permanent,0,4.4735,1427.5,37.8,17.2,0.02304,0.288,155.08,8.49,77.22,0
3.44,2.363,0.344,0.0367,0.0662,6.5,885,0.153,1547.4,288.2,13.2,Die,2,4.2398,1434.8,112.7,133.7,0.05806,0.643,13.96,40.0,97.01,0
3.401,2.51,0.442,0.0137,0.0639,2.2,621,0.134,1534.9,292.8,20.7,Permanent,0,4.2421,1434.7,100.2,57.71,0.06117,0.759,42.67,29.11,95.39,0
3.572,1.857,0.159,0.0671,0.0474,10.1,332,0.2,1490.7,150.4,36.1,Die,2,4.2129,1435.1,55.5,24.64,0.03869,0.516,104.26,12.86,98.39,0
3.362,2.486,0.409,0.0236,0.0622,4.2,595,0.15,1511.9,153.5,57.0,Permanent,0,4.198,1436.0,75.9,59.22,0.05724,0.733,324.43,4.19,100.0,0
4.006,3.031,0.531,0.0858,0.0386,5.7,1162,0.102,1567.8,84.3,58.0,Sand,1,5.0447,1413.6,154.2,154.41,0.03442,0.55,505.03,2.94,66.38,0
3.648,2.37,0.28,0.0441,0.0679,5.1,785,0.148,1536.5,232.0,44.4,Permanent,0,4.453,1428.9,107.6,102.15,0.06133,0.748,197.37,6.61,100.0,0
3.774,1.919,0.286,0.025,0.0515,7.0,871,0.173,1516.4,268.9,17.6,Permanent,0,4.4223,1429.0,87.5,146.51,0.04475,0.573,31.12,40.0,91.34,0
3.765,2.556,0.536,0.0199,0.043,4.0,583,0.091,1507.3,283.5,21.0,Permanent,0,4.6234,1424.1,83.2,34.45,0.0397,0.623,44.05,27.78,97.83,0
3.454,2.532,0.439,0.0296,0.045,4.0,728,0.152,1522.8,171.3,56.0,Permanent,0,4.3078,1433.0,89.7,90.25,0.04152,0.528,313.99,4.3,100.0,0
4.007,2.045,0.522,0.0816,0.0253,16.0,334,0.115,1570.5,55.4,29.9,Permanent,0,4.7158,1421.4,149.0,14.3,0.01837,0.278,89.65,16.9,64.46,0
3.581,2.801,0.678,0.0326,0.0335,10.7,1597,0.168,1551.2,126.6,33.0,Die,2,4.5256,1427.3,123.9,479.32,0.02702,0.391,86.91,16.39,19.03,1
3.988,2.402,0.54,0.0435,0.0426,17.6,202,0.209,1451.6,107.9,18.2,Permanent,0,4.8026,1419.1,32.5,9.52,0.02994,0.326,32.96,40.0,71.75,0
4.004,3.077,0.442,0.0581,0.0528,13.2,558,0.117,1459.4,154.0,43.3,Die,2,5.0494,1413.3,46.2,40.65,0.04058,0.418,150.11,8.7,84.75,0
3.676,2.28,0.339,0.013,0.0727,4.4,640,0.167,1516.2,169.4,23.2,Sand,1,4.4399,1428.8,87.3,76.44,0.06655,0.747,80.91,16.64,100.0,0
3.267,2.676,0.667,0.0442,0.0332,5.9,363,0.104,1524.0,146.1,25.9,Sand,1,4.174,1437.1,86.9,15.32,0.02946,0.462,100.48,13.71,87.23,0
3.976,3.03,0.33,0.0234,0.0281,14.5,332,0.248,1565.8,62.2,79.4,Permanent,0,4.9942,1414.4,151.4,30.58,0.02105,0.218,630.58,2.38,59.93,1
3.438,2.634,0.266,0.0417,0.0527,3.9,895,0.171,1539.2,184.1,19.7,Sand,1,4.3303,1432.7,106.6,153.55,0.04879,0.628,57.93,23.39,92.12,0
3.617,2.989,0.491,0.0487,0.0307,17.1,1249,0.173,1576.7,128.1,88.0,Permanent,0,4.6294,1424.8,151.9,302.44,0.02176,0.216,774.95,1.87,41.51,1
3.628,2.656,0.335,0.0146,0.0451,7.8,807,0.099,1523.1,287.2,30.7,Die,2,4.5178,1427.2,95.9,72.32,0.0386,0.488,75.59,16.35,100.0,0
3.675,2.379,0.459,0.0102,0.065,7.3,512,0.169,1520.1,265.0,46.6,Permanent,0,4.4713,1428.1,92.0,49.44,0.05614,0.625,216.96,5.78,100.0,0
4.183,2.602,0.706,0.0689,0.0244,8.5,1365,0.223,1500.4,77.2,41.4,Die,2,5.0735,1412.1,88.4,463.7,0.02061,0.288,136.91,10.4,0.0,1
3.68,1.984,0.26,0.0157,0.0531,3.7,811,0.118,1549.0,189.2,16.5,Sand,1,4.3468,1431.1,117.9,86.91,0.04934,0.673,40.7,33.41,98.1,0
3.91,1.499,0.528,0.0788,0.0583,13.2,223,0.124,1604.8,114.3,10.1,Permanent,0,4.4361,1428.5,176.3,6.93,0.04475,0.482,10.27,40.0,70.93,0
3.749,2.666,0.339,0.0339,0.0453,7.6,621,0.163,1523.9,175.1,58.7,Sand,1,4.6491,1423.7,100.2,70.25,0.03891,0.466,517.14,2.61,100.0,0
3.322,2.389,0.375,0.0432,0.0676,7.7,805,0.165,1500.9,161.7,48.7,Permanent,0,4.1324,1437.9,63.0,119.65,0.05789,0.676,237.65,5.64,100.0,0
3.13,2.886,0.224,0.0319,0.0259,13.4,449,0.239,1547.2,115.6,48.5,Sand,1,4.1029,1439.3,108.0,53.75,0.01982,0.26,352.77,4.06,83.17,0
3.398,2.057,0.346,0.0184,0.0552,2.1,692,0.148,1534.5,241.3,59.7,Permanent,0,4.0898,1438.4,96.1,79.12,0.05297,0.671,355.91,3.63,100.0,0
3.467,2.074,0.367,0.0346,0.0481,5.5,734,0.089,1534.7,228.3,58.3,Sand,1,4.17,1436.3,98.3,53.74,0.04313,0.601,510.12,2.56,99.6,0
3.653,2.629,0.537,0.0149,0.0633,4.9,750,0.095,1530.8,197.9,44.0,Die,2,4.5346,1426.7,104.1,59.42,0.05746,0.701,155.22,8.59,100.0,0
3.225,1.422,0.314,0.0948,0.0443,5.7,1539,0.225,1496.0,157.0,44.7,Die,2,3.731,1448.3,47.7,594.83,0.0395,0.599,160.17,8.36,0.0,1
3.094,2.229,0.598,0.0379,0.0247,14.0,205,0.205,1499.2,141.8,72.1,Permanent,0,3.8495,1445.5,53.6,9.66,0.01869,0.225,519.59,2.61,72.17,0
3.541,2.366,0.401,0.0145,0.0668,8.0,668,0.121,1554.0,214.2,21.1,Permanent,0,4.3341,1431.9,122.1,60.34,0.05698,0.668,44.41,30.17,98.77,0
3.588,2.257,0.264,0.0403,0.0456,3.1,796,0.13,1527.7,205.9,26.0,Die,2,4.3543,1431.5,96.2,92.05,0.04286,0.673,53.92,24.51,98.78,0
3.942,2.622,0.747,0.0796,0.0306,10.3,1124,0.135,1524.4,86.7,37.8,Permanent,0,4.8425,1418.6,105.8,190.16,0.02497,0.365,142.94,10.06,62.91,0
3.617,2.075,0.41,0.0387,0.0668,7.0,553,0.136,1534.5,211.8,50.6,Die,2,4.3213,1432.1,102.4,46.66,0.05816,0.633,204.56,6.47,98.63,0
3.385,2.539,0.335,0.0404,0.0681,4.4,838,0.165,1546.4,231.0,13.8,Permanent,0,4.2449,1434.9,111.5,129.8,0.06245,0.728,19.04,40.0,97.15,0
3.798,2.489,0.512,0.0186,0.0672,5.1,814,0.18,1540.1,183.2,40.9,Die,2,4.6341,1423.7,116.3,133.32,0.06075,0.78,133.79,10.14,96.74,0
3.247,3.192,0.158,0.0963,0.02,5.0,442,0.215,1578.3,142.6,51.3,Permanent,0,4.3427,1433.6,144.7,47.05,0.01812,0.438,263.3,5.45,80.02,0
3.529,2.068,0.618,0.0373,0.0246,16.0,522,0.229,1490.5,150.1,26.7,Permanent,0,4.2302,1434.7,55.9,69.72,0.01786,0.198,71.47,18.76,85.42,0
3.338,2.18,0.48,0.0167,0.0697,4.4,579,0.101,1510.3,153.0,10.3,Permanent,0,4.0704,1439.1,71.2,37.99,0.06377,0.728,10.54,40.0,98.5,0
3.617,1.669,0.154,0.0908,0.0325,7.9,356,0.233,1520.2,56.9,78.5,Die,2,4.204,1435.4,84.9,33.0,0.02779,0.449,493.11,2.97,83.78,0
3.52,1.49,0.523,0.0947,0.0506,5.6,244,0.091,1591.7,109.8,14.3,Sand,1,4.0477,1439.5,152.2,6.09,0.04524,0.558,30.85,40.0,74.54,0
3.456,2.829,0.196,0.0209,0.0489,17.1,574,0.144,1519.3,77.4,63.2,Permanent,0,4.4055,1430.6,88.7,52.95,0.03476,0.339,398.94,3.61,90.89,0
3.686,2.338,0.24,0.0593,0.0461,8.0,475,0.062,1588.8,140.4,83.1,Permanent,0,4.485,1428.1,160.7,15.65,0.03931,0.403,690.14,2.1,80.57,0
3.572,2.56,0.358,0.0195,0.0468,6.2,601,0.115,1555.1,228.3,24.8,Permanent,0,4.4315,1429.5,125.6,46.5,0.04135,0.614,61.31,21.64,100.0,0
3.18,2.771,0.188,0.0974,0.0552,8.1,1184,0.156,1459.7,94.0,6.5,Sand,1,4.1358,1438.8,20.9,244.26,0.04701,0.578,6.38,40.0,50.97,1
3.681,2.065,0.445,0.0467,0.0582,6.3,672,0.174,1543.5,288.4,39.3,Sand,1,4.385,1430.4,113.1,87.72,0.05135,0.614,232.0,5.41,100.0,0
3.952,2.064,0.212,0.0265,0.0428,10.7,1269,0.158,1529.3,56.0,11.4,Die,2,4.6487,1422.8,106.5,284.14,0.0346,0.446,10.32,40.0,55.54,1
3.639,2.095,0.319,0.0498,0.0633,5.2,811,0.157,1556.3,214.0,49.9,Permanent,0,4.3536,1431.4,125.0,115.67,0.05703,0.719,249.34,5.38,94.49,0
3.487,2.129,0.262,0.0115,0.0407,3.4,809,0.102,1544.8,183.5,40.5,Sand,1,4.2008,1435.3,109.4,74.47,0.038,0.497,245.67,5.54,100.0,0
3.366,2.673,0.287,0.0385,0.052,6.3,562,0.093,1555.8,294.6,48.0,Die,2,4.2696,1434.4,121.4,32.74,0.04578,0.553,183.98,6.85,100.0,0
3.455,2.508,0.288,0.0336,0.0398,4.8,831,0.14,1506.8,183.7,59.8,Die,2,4.302,1433.2,73.6,108.31,0.03617,0.516,286.52,4.62,96.34,0
3.174,1.789,0.437,0.0976,0.0507,16.7,439,0.128,1517.0,83.7,64.8,Sand,1,3.8032,1446.8,70.2,27.54,0.03629,0.3,629.79,2.28,78.32,0
3.534,2.236,0.371,0.0381,0.0422,7.6,754,0.177,1501.8,279.4,39.3,Die,2,4.2923,1433.2,68.7,112.87,0.03625,0.473,123.63,9.89,98.31,0
3.751,2.288,0.507,0.0496,0.0633,7.8,541,0.119,1558.0,299.1,35.5,Permanent,0,4.5301,1426.7,131.4,39.01,0.05413,0.614,126.28,9.97,99.16,0
3.447,2.553,0.402,0.0121,0.0506,5.6,888,0.123,1518.9,242.5,31.2,Permanent,0,4.3017,1433.1,85.8,108.18,0.04523,0.561,97.37,13.11,100.0,0
3.442,2.107,0.383,0.04,0.0675,3.2,764,0.106,1558.8,264.3,16.6,Permanent,0,4.1581,1436.8,122.1,69.1,0.06329,0.75,27.71,40.0,95.58,0
3.663,1.945,0.529,0.0243,0.0613,3.1,646,0.084,1547.9,286.9,14.5,Permanent,0,4.3194,1431.9,116.0,39.37,0.05768,0.719,21.05,40.0,100.0,0
4.026,1.438,0.664,0.0479,0.0419,7.5,1386,0.118,1562.3,122.3,74.7,Permanent,0,4.5218,1425.8,136.5,254.36,0.03606,0.421,557.86,2.58,65.43,0
3.74,2.676,0.375,0.0144,0.0589,5.0,701,0.163,1531.2,230.8,15.4,Permanent,0,4.6369,1423.9,107.4,89.47,0.05325,0.697,23.7,40.0,100.0,0
4.109,2.816,0.734,0.0434,0.0268,15.1,1303,0.056,1499.9,53.2,18.1,Sand,1,5.062,1412.4,87.5,107.14,0.01978,0.263,48.92,29.57,68.79,0
3.495,3.189,0.667,0.0545,0.0452,6.4,311,0.225,1445.9,109.7,32.2,Permanent,0,4.5768,1426.6,19.3,24.45,0.03973,0.519,103.79,12.87,84.68,0
3.468,2.269,0.376,0.0352,0.0546,4.4,696,0.162,1542.1,184.4,54.4,Sand,1,4.2355,1434.8,107.3,87.36,0.05002,0.649,443.56,3.06,100.0,0
3.346,2.327,0.542,0.0175,0.0688,7.1,746,0.102,1520.7,264.4,42.2,Die,2,4.1277,1437.7,83.0,63.67,0.05965,0.683,142.23,8.83,100.0,0
3.338,2.577,0.459,0.0428,0.0682,7.5,661,0.126,1509.5,269.5,30.6,Die,2,4.2119,1435.9,73.6,61.7,0.05871,0.747,75.06,16.52,100.0,0
3.617,2.194,0.405,0.0256,0.0485,6.3,503,0.144,1533.9,183.6,18.5,Die,2,4.3565,1431.2,102.7,40.65,0.04272,0.534,27.24,40.0,98.44,0
3.656,2.692,0.294,0.0489,0.0524,3.7,744,0.118,1502.3,187.9,23.8,Permanent,0,4.5698,1426.1,76.2,73.33,0.04862,0.659,56.88,23.11,100.0,0
3.385,2.117,0.346,0.0162,0.0682,2.7,599,0.152,1512.9,151.6,11.5,Sand,1,4.0959,1438.3,74.6,61.09,0.06464,0.694,19.84,40.0,95.29,0
3.437,2.637,0.47,0.0225,0.053,7.5,879,0.159,1518.0,241.0,40.1,Sand,1,4.323,1432.7,85.3,137.05,0.04563,0.578,241.08,5.3,97.86,0
3.616,2.201,0.297,0.0367,0.0434,3.9,716,0.159,1542.0,244.7,22.2,Die,2,4.3622,1431.1,110.9,90.83,0.04016,0.56,39.29,33.02,100.0,0
3.114,1.87,0.188,0.0587,0.0227,5.0,1342,0.197,1507.7,130.4,61.3,Permanent,0,3.7569,1447.8,59.9,395.96,0.02051,0.415,375.34,3.67,23.19,1
3.548,2.513,0.291,0.0277,0.0555,2.8,586,0.117,1511.7,193.3,58.0,Sand,1,4.3951,1430.5,81.2,44.74,0.05248,0.7,504.57,2.61,100.0,0
3.444,2.44,0.429,0.0369,0.0522,4.2,823,0.156,1520.9,221.4,45.7,Permanent,0,4.2701,1434.0,86.9,118.04,0.04799,0.634,208.76,6.22,95.83,0
3.745,2.597,0.492,0.0371,0.0501,2.2,544,0.172,1527.2,205.0,16.7,Permanent,0,4.623,1424.4,102.8,56.92,0.04799,0.672,28.01,40.0,100.0,0
3.564,1.916,0.303,0.039,0.0667,7.1,593,0.091,1517.6,273.7,39.3,Sand,1,4.2162,1434.9,82.7,35.86,0.05786,0.703,231.25,5.38,99.17,0
3.424,2.14,0.424,0.043,0.0395,7.3,843,0.153,1523.2,178.1,41.6,Permanent,0,4.1513,1437.0,86.2,121.36,0.03411,0.468,173.43,7.76,95.61,0
3.443,1.911,0.4,0.0463,0.0391,5.4,804,0.146,1509.8,200.2,51.4,Sand,1,4.0952,1438.3,71.4,105.47,0.0351,0.501,396.65,3.3,99.14,0
3.159,2.019,0.326,0.0258,0.0344,14.5,302,0.175,1521.6,133.9,76.0,Permanent,0,3.8411,1445.4,76.2,17.85,0.02571,0.343,577.22,2.4,81.13,0
3.308,2.42,0.49,0.043,0.0593,2.9,612,0.13,1512.0,207.8,49.5,Permanent,0,4.1295,1438.0,74.0,54.64,0.05602,0.726,245.24,5.32,100.0,0
3.414,2.416,0.491,0.0409,0.0597,3.7,665,0.173,1523.3,225.7,22.4,Sand,1,4.2333,1435.1,88.2,85.54,0.05547,0.674,74.99,17.3,100.0,0
3.427,1.99,0.365,0.0327,0.0562,2.9,786,0.142,1532.9,156.9,56.1,Sand,1,4.101,1438.1,94.8,98.4,0.05308,0.714,471.69,2.92,98.5,0
3.714,2.573,0.404,0.0414,0.0735,7.2,854,0.091,1530.0,281.1,21.3,Permanent,0,4.5852,1425.4,104.6,74.21,0.06366,0.707,45.39,27.51,95.55,0
3.573,2.406,0.702,0.0551,0.0507,17.8,520,0.198,1574.0,145.0,73.0,Sand,1,4.393,1430.7,143.2,59.72,0.03549,0.277,798.31,1.79,93.68,0
3.394,1.916,0.381,0.0214,0.0479,7.5,575,0.177,1541.7,170.3,38.3,Die,2,4.0396,1439.6,102.0,65.2,0.04123,0.55,117.39,11.68,93.35,0
3.399,2.344,0.252,0.0466,0.0571,3.5,883,0.101,1518.7,287.4,45.1,Permanent,0,4.1963,1436.1,82.6,88.25,0.05327,0.673,203.49,6.05,99.54,0
3.53,2.123,0.368,0.0461,0.0484,3.1,752,0.167,1503.6,234.9,46.3,Die,2,4.2528,1434.2,69.5,105.79,0.04549,0.558,171.43,7.4,100.0,0
3.154,2.712,0.291,0.0435,0.0374,17.5,1312,0.152,1558.8,60.4,6.9,Sand,1,4.0722,1440.0,118.8,292.25,0.02634,0.21,7.15,40.0,45.28,1
3.516,2.686,0.499,0.0417,0.0424,4.0,786,0.131,1537.4,162.9,32.3,Permanent,0,4.4256,1430.1,107.3,90.71,0.03913,0.593,104.22,13.19,100.0,0
3.699,1.901,0.446,0.0287,0.0733,3.7,771,0.159,1514.8,233.6,59.6,Die,2,4.3421,1431.2,83.6,105.43,0.0681,0.814,284.48,4.5,100.0,0
3.553,2.474,0.321,0.0405,0.0391,2.3,899,0.125,1550.3,286.4,22.4,Sand,1,4.3913,1430.7,119.6,112.62,0.03733,0.573,75.09,16.83,100.0,0
3.792,2.602,0.219,0.0837,0.0208,11.5,1513,0.06,1590.4,84.0,61.2,Sand,1,4.6876,1423.0,167.4,154.2,0.01653,0.293,560.92,2.69,53.91,1
3.732,2.287,0.351,0.0264,0.0449,5.0,865,0.13,1513.7,258.4,42.6,Permanent,0,4.5025,1427.2,86.5,109.13,0.04064,0.588,181.25,6.93,100.0,0
3.511,2.213,0.505,0.0287,0.0559,2.1,614,0.114,1554.6,278.6,18.1,Permanent,0,4.2578,1434.0,120.6,47.94,0.05357,0.742,32.75,38.97,100.0,0
3.755,2.626,0.425,0.0231,0.0505,5.3,772,0.147,1539.7,290.1,15.3,Sand,1,4.6383,1423.8,115.9,97.75,0.04541,0.629,35.07,35.64,100.0,0
3.334,2.538,0.432,0.028,0.0573,7.9,858,0.165,1535.0,298.3,16.1,Sand,1,4.1895,1436.3,98.6,136.21,0.04891,0.564,38.91,31.78,96.16,0
3.728,2.333,0.401,0.0168,0.0553,7.7,524,0.113,1545.0,218.1,41.3,Sand,1,4.5111,1427.0,118.0,34.62,0.04738,0.484,255.35,5.2,99.5,0
3.617,2.315,0.279,0.0164,0.0679,3.9,656,0.132,1549.0,201.5,39.2,Permanent,0,4.3939,1430.2,118.8,63.61,0.06282,0.736,153.57,8.77,100.0,0
3.637,2.039,0.282,0.0277,0.0606,4.3,573,0.149,1520.9,273.5,11.6,Die,2,4.326,1431.8,89.0,54.76,0.05566,0.793,10.71,40.0,99.89,0
3.325,2.561,0.36,0.0409,0.0524,3.4,774,0.158,1510.8,189.8,14.2,Die,2,4.1924,1436.4,74.4,105.75,0.04895,0.686,16.14,40.0,98.47,0
3.388,2.415,0.513,0.0392,0.0538,4.6,900,0.174,1530.2,286.6,12.1,Sand,1,4.2063,1435.8,94.4,157.43,0.0491,0.622,21.78,40.0,89.14,0
3.279,1.801,0.233,0.0352,0.025,9.8,205,0.218,1474.0,112.2,89.6,Sand,1,3.891,1443.8,30.2,10.2,0.02052,0.313,1204.63,1.13,61.16,1
3.477,2.011,0.385,0.014,0.0432,5.9,868,0.117,1533.8,160.8,40.1,Die,2,4.1521,1436.6,97.2,98.41,0.03839,0.583,128.39,10.69,100.0,0
3.594,2.433,0.28,0.0286,0.0745,3.4,795,0.151,1501.0,165.0,11.5,Permanent,0,4.4148,1429.9,71.1,106.9,0.06959,0.774,13.31,40.0,95.73,0
3.326,2.277,0.531,0.0214,0.0575,5.3,846,0.163,1515.2,237.0,53.0,Sand,1,4.092,1438.7,76.5,129.93,0.0517,0.675,421.03,3.04,95.19,0
3.709,2.659,0.289,0.0177,0.0547,7.3,628,0.102,1557.9,240.1,10.4,Permanent,0,4.601,1424.9,133.0,44.95,0.04731,0.527,10.71,40.0,100.0,0
3.338,1.85,0.184,0.083,0.0395,6.1,402,0.201,1578.9,150.7,16.1,Permanent,0,3.9818,1441.8,137.2,36.2,0.03494,0.548,25.98,40.0,82.65,0
3.554,2.525,0.496,0.0139,0.0437,7.8,563,0.157,1541.7,233.5,28.0,Sand,1,4.3998,1430.3,111.4,55.76,0.03741,0.494,117.24,11.16,97.94,0
3.382,2.197,0.42,0.0242,0.0722,2.4,730,0.103,1537.0,258.3,25.6,Sand,1,4.1227,1437.7,99.3,61.55,0.06888,0.869,98.59,12.97,100.0,0
3.477,2.646,0.301,0.0481,0.0575,5.8,827,0.126,1540.7,230.9,22.8,Permanent,0,4.3748,1431.5,109.2,96.45,0.05123,0.62,51.92,25.23,100.0,0
3.765,2.148,0.353,0.0445,0.0726,5.8,661,0.106,1523.7,251.3,11.3,Sand,1,4.4954,1427.4,96.2,51.52,0.06455,0.823,19.06,40.0,100.0,0
3.031,1.986,0.492,0.0895,0.0214,14.3,1397,0.112,1606.3,131.3,17.5,Permanent,0,3.7235,1449.2,157.1,243.47,0.01606,0.239,30.69,40.0,31.4,1
3.884,1.637,0.384,0.0394,0.0262,8.7,254,0.234,1578.4,99.2,37.5,Die,2,4.4423,1428.2,150.2,16.91,0.02207,0.385,112.42,13.16,71.14,0
3.156,2.357,0.565,0.0607,0.044,12.3,1482,0.085,1601.0,153.4,46.1,Permanent,0,3.9619,1442.8,158.2,207.62,0.03436,0.45,212.74,6.8,61.37,1
3.495,1.985,0.481,0.035,0.0527,6.6,808,0.082,1523.2,291.2,34.6,Permanent,0,4.1688,1436.2,87.0,59.87,0.04622,0.656,119.95,10.27,100.0,0
3.423,2.524,0.488,0.0404,0.0627,6.6,674,0.123,1501.2,160.9,33.6,Sand,1,4.2781,1434.0,67.2,62.63,0.0549,0.645,169.0,7.93,100.0,0
3.361,2.258,0.332,0.0209,0.0638,6.2,538,0.177,1524.7,291.6,51.9,Permanent,0,4.121,1437.8,86.9,57.27,0.05643,0.68,269.54,4.57,97.21,0
3.193,2.14,0.492,0.0874,0.02,17.8,454,0.202,1587.6,133.9,31.3,Permanent,0,3.9356,1443.5,144.1,46.48,0.01403,0.176,97.82,14.86,71.51,0
3.45,2.292,0.401,0.0113,0.0577,2.9,592,0.122,1547.0,172.4,13.5,Permanent,0,4.2176,1435.1,111.9,47.75,0.05454,0.758,18.3,40.0,100.0,0
3.709,2.643,0.428,0.0282,0.055,2.9,703,0.125,1546.8,184.2,17.2,Permanent,0,4.5991,1425.0,121.8,69.24,0.05184,0.722,29.72,40.0,100.0,0
3.562,2.325,0.408,0.0377,0.0673,2.5,722,0.121,1518.2,162.8,47.3,Die,2,4.35,1431.7,86.5,70.2,0.06402,0.718,178.9,7.58,100.0,0
3.744,2.644,0.444,0.0217,0.0705,3.1,765,0.086,1540.1,286.5,10.7,Sand,1,4.6326,1424.0,116.1,56.28,0.06633,0.744,17.16,40.0,100.0,0
3.226,2.119,0.489,0.0844,0.0285,13.4,1105,0.212,1496.1,94.6,44.5,Permanent,0,3.9606,1442.7,53.4,288.89,0.02179,0.317,198.13,7.07,41.23,1
3.398,2.176,0.339,0.026,0.0557,4.7,754,0.083,1527.9,295.1,50.1,Sand,1,4.1325,1437.4,90.5,53.1,0.05071,0.718,375.82,3.28,100.0,0
3.172,2.604,0.46,0.1,0.0394,14.6,558,0.236,1488.0,137.3,61.3,Die,2,4.0737,1440.3,47.6,82.14,0.02945,0.312,300.61,4.49,84.99,0
3.722,2.561,0.451,0.0264,0.0488,8.0,867,0.167,1527.4,287.7,29.6,Sand,1,4.5847,1425.3,102.1,140.15,0.04162,0.552,131.18,9.45,100.0,0
3.403,2.167,0.493,0.0239,0.0592,5.4,564,0.152,1511.3,155.4,30.5,Permanent,0,4.1331,1437.4,74.0,53.98,0.05317,0.641,93.2,14.55,100.0,0
3.769,2.214,0.295,0.0286,0.0629,2.7,648,0.122,1507.2,263.0,43.0,Permanent,0,4.5163,1426.8,80.4,57.5,0.05967,0.758,184.66,6.74,100.0,0
3.6,2.393,0.38,0.0251,0.0491,5.9,894,0.134,1506.7,206.7,21.7,Permanent,0,4.4064,1430.0,76.7,120.03,0.04371,0.546,46.93,27.7,96.72,0
3.734,1.979,0.444,0.0382,0.0653,5.4,560,0.17,1526.9,248.3,20.1,Permanent,0,4.4065,1429.6,97.3,59.75,0.05861,0.681,40.41,31.64,100.0,0
3.637,2.584,0.479,0.0233,0.0725,3.2,629,0.134,1554.2,270.2,51.6,Permanent,0,4.506,1427.5,126.7,59.12,0.06797,0.804,266.19,4.82,97.28,0
3.194,3.104,0.733,0.0479,0.0298,7.7,478,0.144,1574.3,135.0,27.3,Permanent,0,4.2448,1435.7,138.6,36.69,0.0256,0.415,74.3,19.37,86.26,0
3.668,2.229,0.419,0.0427,0.0498,4.4,639,0.09,1548.6,275.7,15.6,Permanent,0,4.425,1429.5,119.1,41.3,0.04567,0.675,24.28,40.0,100.0,0
3.279,2.755,0.666,0.0525,0.0565,13.8,1257,0.188,1562.2,129.1,37.4,Die,2,4.2143,1436.2,126.0,332.02,0.04288,0.419,111.68,12.83,52.53,1
3.313,2.491,0.539,0.0422,0.0695,3.1,531,0.142,1550.5,175.7,12.1,Permanent,0,4.1573,1437.3,113.2,44.63,0.0654,0.851,14.7,40.0,97.86,0
3.414,2.1,0.373,0.0485,0.0629,4.9,833,0.095,1536.0,287.9,23.9,Permanent,0,4.13,1437.6,98.4,74.03,0.05705,0.726,57.27,21.79,100.0,0
3.343,1.995,0.272,0.0109,0.0461,6.4,533,0.133,1535.4,179.1,30.3,Permanent,0,4.0119,1440.4,95.0,42.37,0.04054,0.518,91.94,14.75,99.79,0
3.32,3.164,0.624,0.0742,0.0502,16.7,1107,0.214,1590.9,67.4,83.0,Permanent,0,4.3999,1431.7,159.2,292.72,0.03597,0.325,688.46,2.21,40.04,1
3.08,2.92,0.276,0.0626,0.0562,7.1,1409,0.121,1477.7,58.0,78.6,Sand,1,4.0745,1440.4,37.3,268.62,0.04881,0.551,926.39,1.53,45.74,1
3.577,2.34,0.254,0.0395,0.074,3.1,603,0.136,1538.9,164.2,56.5,Sand,1,4.37,1431.1,107.7,55.34,0.06957,0.792,478.3,2.87,96.39,0
4.154,2.0,0.493,0.0724,0.0355,12.5,1447,0.229,1533.0,135.7,59.3,Sand,1,4.8445,1417.7,115.3,536.24,0.02767,0.288,527.89,2.65,3.5,1
3.661,2.277,0.392,0.0184,0.0741,4.6,581,0.091,1505.6,274.5,31.9,Sand,1,4.4263,1429.3,76.4,34.47,0.0676,0.787,152.33,8.08,100.0,0
3.348,2.314,0.271,0.045,0.0593,5.9,629,0.118,1539.7,217.5,33.3,Sand,1,4.1343,1437.7,102.0,52.12,0.05273,0.632,166.24,7.95,99.95,0
3.366,2.187,0.463,0.0513,0.0288,16.8,565,0.197,1454.1,156.8,61.1,Die,2,4.1118,1438.3,15.8,70.21,0.02058,0.198,299.07,4.34,72.39,0
3.58,2.433,0.542,0.0392,0.0396,3.0,896,0.153,1546.4,185.8,21.2,Sand,1,4.4039,1430.3,116.1,137.81,0.03727,0.616,67.53,20.15,94.32,0
3.792,1.939,0.368,0.0224,0.0567,3.1,505,0.12,1551.6,208.1,29.7,Permanent,0,4.4459,1428.3,123.3,34.29,0.05332,0.701,88.04,15.26,100.0,0
3.708,2.513,0.313,0.045,0.0709,3.0,763,0.142,1549.7,181.1,33.2,Permanent,0,4.5611,1426.1,123.6,92.69,0.06673,0.816,110.52,12.38,100.0,0
3.614,1.956,0.521,0.0112,0.0631,2.3,535,0.115,1516.6,247.8,23.6,Sand,1,4.2695,1433.2,83.4,36.71,0.06025,0.804,83.59,15.18,100.0,0
3.728,2.108,0.677,0.0385,0.0206,10.2,1415,0.119,1571.4,76.0,50.5,Sand,1,4.4431,1428.8,142.7,267.32,0.01676,0.25,382.25,3.91,42.69,1
3.684,2.604,0.535,0.0448,0.0414,2.7,589,0.112,1526.3,292.6,49.2,Sand,1,4.567,1426.0,100.3,43.43,0.03923,0.581,363.55,3.39,100.0,0
