temperature,rpm,carbon_pct,silicon_pct,cooling_time,mold_type,metal_flow_rate,quality_score,reject
1365.5,1186,3.718,1.585,44.0,Die,0.92,64.72,1
1404.3,1492,3.247,1.552,124.5,Permanent,1.13,61.98,1
1511.5,1286,3.641,2.088,48.0,Permanent,0.86,62.3,1
1511.6,1180,3.667,2.546,59.3,Die,2.3,65.3,0
1447.5,992,3.163,1.79,104.4,Permanent,1.29,72.5,0
1457.4,1000,3.565,2.462,66.3,Permanent,0.99,78.25,0
1426.2,1303,3.772,1.89,88.9,Permanent,1.4,83.98,0
1399.8,1595,3.499,2.829,71.7,Permanent,1.14,58.32,1
1405.9,1296,3.012,2.844,102.9,Die,1.99,65.54,0
1464.3,1202,3.009,1.946,49.0,Sand,2.44,68.74,0
1477.9,1358,3.357,1.845,31.1,Sand,1.38,55.68,1
1484.6,1119,3.926,2.117,56.5,Die,2.22,78.71,0
1484.2,754,3.229,1.861,74.8,Permanent,1.63,67.95,0
1365.5,1206,3.634,2.509,42.6,Permanent,0.81,63.09,1
1434.1,1562,3.222,2.739,62.3,Permanent,1.88,61.49,1
1359.8,858,3.322,2.51,67.0,Permanent,1.53,59.13,1
1443.4,1321,3.848,2.737,31.0,Permanent,1.8,65.75,0
1425.1,881,3.729,2.095,86.2,Die,2.28,83.38,0
1500.9,1182,3.095,1.734,117.9,Sand,1.38,56.93,1
1409.7,787,3.429,2.607,40.9,Permanent,2.3,70.79,0
1369.9,1105,3.029,2.041,87.8,Sand,2.0,67.32,0
1374.3,1381,3.481,2.507,94.8,Sand,1.48,70.02,0
1479.5,1013,3.662,1.906,69.0,Die,1.71,73.81,0
1455.1,1298,3.119,1.622,98.6,Die,1.15,67.25,0
1367.2,1416,3.289,2.989,68.1,Sand,2.47,53.39,1
1364.3,1534,3.398,1.734,78.0,Sand,1.83,49.42,1
1469.2,911,3.92,2.983,25.8,Sand,0.59,49.12,1
1362.4,1059,3.993,2.966,97.6,Sand,1.15,67.3,0
1489.7,837,3.045,2.691,94.4,Permanent,1.75,60.67,1
1470.1,1593,3.761,2.489,29.0,Permanent,0.61,53.04,1
1363.8,1534,3.372,2.367,63.7,Sand,0.55,54.78,1
1364.4,1186,3.392,2.799,127.8,Permanent,1.4,67.34,0
1517.7,1458,3.754,1.934,69.2,Permanent,1.17,46.09,1
1413.6,1169,3.918,2.202,77.7,Sand,1.38,86.02,0
1413.0,1261,3.951,2.429,120.5,Permanent,1.03,74.06,0
1488.2,780,3.577,2.117,100.3,Sand,0.83,65.86,0
1511.0,1380,3.357,2.141,86.1,Sand,1.88,60.56,1
1517.6,815,3.788,1.995,108.8,Die,1.53,58.02,1
1478.1,1443,3.251,2.346,115.8,Permanent,0.9,60.66,1
1414.0,1404,3.564,2.776,73.0,Permanent,1.14,74.01,0
1364.2,1338,3.359,1.802,74.9,Sand,1.68,66.26,0
1482.1,733,3.657,2.902,65.5,Die,0.64,55.42,1
1444.9,973,3.24,2.534,126.5,Die,0.79,67.65,0
1422.1,937,3.192,2.735,98.2,Permanent,0.65,75.59,0
1504.1,1024,3.918,2.334,33.7,Permanent,2.12,62.2,1
1368.9,779,3.102,2.669,115.6,Die,2.0,59.04,1
1433.7,1543,3.506,1.524,75.5,Permanent,2.01,60.38,1
1351.9,1198,3.221,2.728,32.2,Sand,1.93,63.65,1
1429.7,975,3.039,1.56,82.7,Permanent,1.84,76.32,0
1359.6,1057,3.036,2.835,68.8,Permanent,1.45,66.26,0
1370.2,1102,3.175,2.988,117.2,Permanent,1.78,73.61,0
1370.0,1241,3.867,1.941,46.4,Permanent,0.58,67.89,0
1460.4,1164,3.282,1.815,111.8,Sand,1.74,78.18,0
1476.8,1527,3.95,2.648,83.6,Die,2.06,56.67,1
1449.2,1147,3.582,1.88,30.7,Permanent,1.5,90.18,0
1513.6,1593,3.437,2.798,127.0,Die,1.22,39.91,1
1413.7,1466,3.58,1.654,78.8,Permanent,1.05,71.41,0
1398.6,888,3.517,1.689,55.5,Sand,1.79,73.41,0
1497.7,1538,3.759,2.969,74.3,Permanent,1.89,55.58,1
1388.0,805,3.282,2.511,115.1,Die,2.24,58.23,1
1513.7,1436,3.353,2.77,57.0,Sand,1.18,46.64,1
1352.1,1043,3.894,1.986,45.2,Sand,2.04,62.24,1
1514.9,1490,3.946,2.515,38.6,Die,1.62,35.92,1
1357.3,1481,3.893,2.391,56.3,Sand,2.27,51.25,1
1501.5,1425,3.419,2.405,106.9,Die,1.56,50.03,1
1439.7,1411,3.78,2.524,74.5,Sand,1.54,74.62,0
1518.8,974,3.476,2.363,48.9,Die,1.66,68.33,0
1362.5,773,3.498,2.144,42.4,Sand,2.0,56.67,1
1444.2,1063,3.205,1.914,59.9,Permanent,2.43,88.79,0
1514.8,856,3.591,2.653,123.7,Sand,0.65,41.37,1
1438.9,1325,3.186,1.839,61.0,Permanent,0.61,78.16,0
1457.0,1011,3.332,2.539,128.8,Sand,2.38,71.32,0
1468.3,1578,3.855,1.85,75.9,Permanent,1.56,52.68,1
1427.3,1277,3.207,2.438,43.8,Sand,1.73,89.27,0
1456.7,1440,3.071,2.621,118.6,Permanent,1.46,60.94,1
1449.3,819,3.069,1.828,73.3,Permanent,0.69,65.62,0
1503.2,1476,3.941,1.59,99.5,Permanent,2.04,40.05,1
1357.7,1530,3.507,1.696,128.3,Die,1.99,44.59,1
1397.8,1138,3.409,2.409,30.3,Permanent,1.12,81.15,0
1511.6,1246,3.811,2.774,35.2,Permanent,1.11,56.4,1
1501.3,1388,3.836,1.567,100.6,Sand,2.18,46.46,1
1427.5,857,3.332,2.601,54.6,Sand,0.64,76.31,0
1455.4,1152,3.694,2.012,44.4,Permanent,2.26,77.2,0
1397.2,1059,3.771,2.218,29.1,Permanent,1.01,71.97,0
1382.0,832,3.655,2.893,27.3,Permanent,1.69,60.43,1
1428.8,1031,3.152,1.998,106.3,Die,2.37,70.91,0
1410.1,761,3.876,2.198,39.1,Permanent,1.86,70.48,0
1449.2,723,3.539,1.521,74.1,Permanent,1.33,65.41,0
1363.2,822,3.282,1.622,88.6,Permanent,1.88,61.06,1
1515.6,1567,3.425,1.888,70.0,Permanent,1.19,55.27,1
1517.7,1195,3.038,1.542,27.8,Sand,1.05,44.97,1
1468.7,1569,3.128,2.447,107.3,Permanent,2.49,55.65,1
1441.1,1089,3.766,2.14,26.1,Permanent,2.0,81.09,0
1402.6,981,3.0,2.322,105.0,Permanent,1.79,84.88,0
1488.3,1156,3.417,1.762,118.8,Permanent,1.21,67.71,0
1466.4,1096,3.523,1.944,70.4,Permanent,0.6,80.41,0
1377.6,795,3.055,2.496,81.2,Die,0.56,63.55,1
1504.9,1277,3.973,2.948,75.1,Sand,1.61,56.24,1
1489.8,894,3.226,1.576,65.9,Die,2.02,57.35,1
1511.5,1258,3.304,2.836,118.2,Die,1.57,53.74,1
1473.4,1285,3.304,2.365,118.9,Sand,2.18,63.66,1
1454.3,837,3.23,2.346,60.3,Permanent,0.57,76.38,0
1421.1,755,3.001,2.25,89.6,Sand,1.23,64.11,1
1508.6,1403,3.729,1.604,122.3,Die,0.97,45.21,1
1497.2,1114,3.967,1.635,126.0,Sand,1.39,62.29,1
1357.7,752,3.224,2.401,78.4,Sand,0.64,56.85,1
1354.5,1595,3.663,2.011,72.5,Permanent,2.41,56.52,1
1414.0,752,3.742,2.876,54.3,Die,0.95,65.39,0
1487.8,1326,3.848,2.11,125.7,Sand,2.34,53.36,1
1517.8,1585,3.423,1.715,40.0,Die,1.35,43.07,1
1375.6,915,3.303,2.572,85.9,Permanent,2.47,69.4,0
1451.0,828,3.325,1.94,54.7,Permanent,1.61,71.94,0
1414.8,809,3.713,2.288,54.3,Permanent,2.36,77.0,0
1514.9,973,3.817,2.547,67.5,Sand,0.51,55.5,1
1493.2,791,3.182,2.85,129.9,Permanent,2.0,45.88,1
1492.5,1323,3.371,2.688,30.8,Permanent,2.31,54.94,1
1429.7,756,3.902,2.515,85.7,Die,0.78,75.54,0
1420.5,1158,3.807,2.519,33.7,Permanent,0.69,68.22,0
1396.5,1597,3.985,2.919,41.2,Die,1.35,51.76,1
1359.6,1433,3.754,1.944,71.2,Permanent,2.37,59.01,1
1497.0,1254,3.393,1.502,78.6,Die,1.58,59.25,1
1488.2,976,3.591,1.908,52.2,Sand,1.55,70.33,0
1520.0,1262,3.661,1.827,58.2,Die,0.78,58.82,1
1519.4,1174,3.078,2.493,34.1,Die,0.5,56.7,1
1444.4,1083,3.544,2.451,56.8,Permanent,2.12,77.8,0
1480.7,818,3.709,2.39,126.5,Permanent,0.68,63.11,1
1510.6,1498,3.167,1.524,124.2,Permanent,1.77,37.31,1
1494.4,1105,3.781,2.593,60.2,Sand,2.33,71.53,0
1392.0,875,3.584,1.985,84.9,Die,0.92,76.63,0
1426.6,1031,3.952,2.498,120.5,Permanent,1.83,77.9,0
1372.0,1073,3.042,2.335,25.6,Sand,0.66,68.58,0
1512.2,1445,3.265,2.014,110.1,Permanent,1.71,49.89,1
1453.0,1360,3.602,1.702,124.6,Die,0.83,54.2,1
1388.9,1392,3.297,1.642,34.6,Die,1.97,64.36,1
1464.2,710,3.714,2.747,42.0,Permanent,1.1,55.12,1
1455.1,1075,3.759,2.878,125.9,Permanent,1.43,71.88,0
1410.9,1133,3.103,2.475,81.4,Permanent,1.7,87.03,0
1369.3,717,3.514,1.655,26.5,Sand,0.84,49.9,1
1464.2,934,3.509,2.103,52.1,Sand,1.98,73.55,0
1438.5,1384,3.369,2.593,72.2,Permanent,1.11,80.14,0
1481.3,823,3.933,2.67,97.8,Permanent,1.82,54.63,1
1438.4,1182,3.828,1.677,102.0,Permanent,0.82,74.65,0
1494.9,894,3.697,1.5,129.5,Sand,1.88,50.19,1
1443.8,711,3.714,2.568,55.2,Sand,0.76,70.39,0
1445.4,917,3.462,2.035,81.5,Permanent,1.35,83.78,0
1499.0,1578,3.921,1.882,81.0,Sand,0.99,49.58,1
1418.6,1421,3.695,1.519,67.6,Sand,2.0,69.02,0
1372.8,1564,3.729,2.31,42.8,Permanent,1.02,53.3,1
1354.9,1139,3.862,2.777,127.6,Permanent,2.26,59.63,1
1478.4,799,3.274,2.936,114.6,Sand,2.28,50.3,1
1455.5,1193,3.807,2.349,77.3,Die,0.89,83.52,0
1469.7,1109,3.195,2.272,88.3,Permanent,1.73,89.46,0
1386.2,1460,3.345,1.628,48.9,Permanent,0.68,59.84,1
1373.2,788,3.336,2.323,82.1,Permanent,1.28,74.14,0
1352.5,1139,3.979,2.07,98.0,Sand,1.93,62.23,1
1409.6,835,3.857,2.411,79.1,Permanent,1.82,76.03,0
1450.3,992,3.701,2.083,129.0,Permanent,1.75,73.35,0
1416.7,1364,3.727,1.86,89.2,Sand,1.07,74.65,0
1424.4,1128,3.562,1.642,64.0,Sand,1.26,86.96,0
1503.7,1038,3.947,1.972,106.1,Permanent,0.71,65.45,0
1409.2,1055,3.496,1.645,42.9,Permanent,1.94,79.01,0
1437.4,1114,3.381,1.765,65.4,Sand,1.51,88.35,0
1483.2,1407,3.163,2.981,61.4,Permanent,1.92,59.98,1
1417.4,1503,3.786,2.166,70.3,Permanent,1.0,65.08,0
1455.8,1560,3.734,2.298,107.1,Die,1.15,68.49,0
1496.6,1408,3.384,2.81,75.8,Permanent,1.17,59.76,1
1511.4,984,3.025,2.993,108.4,Sand,0.55,40.61,1
1375.0,1319,3.839,2.374,85.5,Die,1.18,69.87,0
1507.5,1094,3.011,2.719,60.9,Permanent,2.11,66.08,0
1433.7,929,3.704,1.99,110.0,Permanent,2.29,76.65,0
1393.9,1457,3.97,1.959,50.0,Sand,1.54,65.12,0
1428.1,735,3.438,2.104,48.6,Die,1.41,78.04,0
1516.6,1512,3.235,2.509,78.0,Die,0.56,48.22,1
1433.7,1115,3.705,2.523,52.4,Sand,2.26,85.79,0
1405.9,1273,3.817,1.973,26.0,Permanent,0.53,68.86,0
1457.7,1293,3.546,1.7,93.1,Sand,2.39,75.5,0
1390.8,1506,3.967,2.449,78.7,Permanent,1.48,59.9,1
1362.9,1273,3.052,1.692,71.8,Permanent,1.18,66.27,0
1371.9,1253,3.505,2.368,126.5,Permanent,2.35,67.61,0
1371.8,760,3.718,2.54,85.0,Permanent,0.55,63.87,1
1375.8,1167,3.863,2.551,115.7,Sand,1.66,65.51,0
1373.6,835,3.179,2.63,39.6,Permanent,1.6,55.43,1
1458.9,1364,3.8,2.809,84.8,Permanent,0.94,68.2,0
1380.9,1161,3.553,2.25,116.1,Permanent,1.36,81.31,0
1408.8,1312,3.397,2.595,86.2,Die,1.8,84.55,0
1502.5,738,3.132,2.429,100.4,Sand,1.95,44.38,1
1430.6,776,3.865,1.78,64.1,Permanent,0.5,74.0,0
1463.5,1345,3.157,1.539,34.7,Permanent,2.37,67.77,0
1379.3,765,3.31,1.927,73.1,Permanent,0.83,64.09,1
1382.7,764,3.29,2.165,66.4,Die,0.97,61.38,1
1356.9,711,3.871,2.426,116.0,Sand,1.03,45.94,1
1378.7,1561,3.673,2.775,50.6,Sand,0.58,49.11,1
1397.4,1364,3.797,1.794,126.5,Sand,0.75,61.0,1
1380.1,1018,3.25,1.688,125.6,Permanent,2.47,62.72,1
1365.1,967,3.625,2.945,51.0,Die,1.13,71.47,0
1370.5,1015,3.572,1.662,61.5,Sand,0.73,64.65,1
1428.3,1397,3.833,2.218,119.0,Permanent,0.71,64.18,1
1385.1,1295,3.906,2.378,126.5,Permanent,1.94,70.06,0
1411.9,867,3.012,2.312,71.6,Sand,2.21,65.33,0
1435.6,857,3.674,1.629,58.7,Die,1.01,72.21,0
1467.4,789,3.052,1.586,80.2,Permanent,0.54,71.55,0
1356.7,1294,3.549,1.658,97.2,Die,0.95,61.39,1
1485.9,1388,3.288,2.378,53.7,Sand,0.61,53.8,1
1456.7,939,3.307,2.317,102.3,Permanent,0.71,74.89,0
1363.9,719,3.353,1.851,30.4,Permanent,1.36,54.0,1
1498.5,774,3.621,2.457,30.2,Permanent,0.96,54.67,1
1506.5,1571,3.334,2.73,65.6,Sand,1.53,50.06,1
1360.4,966,3.733,1.562,62.1,Permanent,1.01,61.53,1
1397.1,1392,3.405,2.247,58.1,Permanent,2.38,79.54,0
1487.1,1262,3.068,2.534,76.6,Sand,2.31,65.0,1
1477.2,1044,3.784,1.878,58.7,Sand,1.63,76.32,0
1381.4,885,3.286,1.962,45.2,Permanent,1.21,66.56,0
1385.6,809,3.433,2.42,57.5,Permanent,1.26,76.9,0
1413.0,1254,3.685,2.847,127.4,Permanent,1.32,72.79,0
1432.4,1397,3.332,2.715,68.2,Sand,1.96,74.24,0
1455.1,1280,3.057,2.375,71.7,Die,1.4,73.62,0
1412.7,1177,3.374,2.595,85.5,Permanent,2.21,81.65,0
1428.6,738,3.944,2.047,128.3,Die,2.39,63.85,1
1477.1,1572,3.642,2.461,50.4,Sand,1.17,51.74,1
1356.2,1419,3.671,2.199,96.5,Sand,1.62,56.4,1
1392.9,964,3.632,1.785,100.2,Sand,0.69,67.76,0
1471.3,1582,3.199,2.553,88.8,Permanent,0.9,58.02,1
1502.2,1242,3.418,2.335,34.3,Permanent,1.33,64.08,1
1437.0,1224,3.751,2.038,96.1,Sand,0.91,78.46,0
1440.5,1373,3.101,2.867,31.7,Sand,2.25,60.02,1
1368.2,1431,3.278,1.531,87.6,Sand,0.82,46.07,1
1426.1,1291,3.276,1.974,102.7,Permanent,1.41,76.44,0
1440.5,815,3.432,1.585,47.2,Die,1.71,71.19,0
1391.2,1004,3.98,2.65,113.4,Sand,1.88,65.24,0
1395.8,1535,3.068,2.553,28.2,Permanent,1.27,60.34,1
1414.1,902,3.519,1.997,113.6,Permanent,2.24,80.87,0
1353.4,1035,3.179,2.513,73.3,Sand,1.64,74.26,0
1404.8,1089,3.971,2.094,47.8,Sand,1.38,88.96,0
1385.9,1095,3.113,2.634,39.0,Permanent,0.63,73.39,0
1405.7,1252,3.404,2.181,125.1,Die,1.43,80.47,0
1370.4,1549,3.738,2.118,32.6,Permanent,2.14,49.56,1
1501.4,917,3.705,2.902,45.9,Permanent,1.73,69.19,0
1450.9,809,3.423,1.876,61.5,Die,2.16,78.01,0
1465.4,878,3.347,1.681,90.1,Die,1.49,70.0,0
1484.2,1498,3.398,2.377,82.2,Sand,0.74,59.24,1
1434.7,1281,3.264,2.954,38.2,Die,0.53,74.08,0
1364.8,957,3.205,2.067,55.4,Permanent,1.11,69.36,0
1441.3,1434,3.483,1.593,50.1,Die,1.9,64.84,1
1449.8,1475,3.269,2.009,47.4,Permanent,2.08,68.49,0
1476.7,1462,3.287,2.259,68.2,Permanent,1.09,66.38,0
1423.4,1527,3.657,1.743,98.9,Permanent,1.49,70.67,0
1371.7,927,3.969,2.487,47.8,Permanent,1.34,64.01,1
1398.2,1380,3.604,2.997,63.5,Permanent,1.32,63.79,1
1411.7,1114,3.077,2.178,66.0,Permanent,0.96,89.8,0
1459.8,1458,3.076,2.032,127.5,Permanent,0.77,59.67,1
1447.0,1356,3.951,2.101,125.2,Permanent,0.89,64.82,1
1410.5,1399,3.297,1.673,109.0,Sand,0.61,68.42,0
1517.7,1291,3.092,2.825,50.4,Permanent,0.9,49.38,1
1453.0,860,3.599,2.122,32.1,Permanent,0.52,64.68,1
1390.3,1191,3.624,2.081,58.3,Sand,1.75,79.08,0
1367.3,1586,3.649,2.49,53.0,Die,1.13,52.46,1
1376.0,1544,3.267,2.163,78.1,Sand,2.45,59.69,1
1391.8,739,3.015,2.472,106.7,Permanent,0.89,56.74,1
1377.3,848,3.965,1.592,115.1,Sand,1.19,60.05,1
1381.7,819,3.251,2.721,113.7,Permanent,1.22,69.89,0
1398.5,1353,3.676,2.911,62.8,Permanent,0.52,67.7,0
1379.5,1436,3.707,2.473,97.2,Permanent,2.18,67.73,0
1502.5,892,3.61,2.932,57.8,Die,0.56,51.61,1
1363.6,1155,3.313,1.727,31.4,Permanent,2.38,69.47,0
1439.2,1457,3.271,2.216,98.7,Permanent,2.28,74.55,0
1419.8,1360,3.598,2.403,26.0,Permanent,1.57,80.3,0
1517.0,1188,3.866,2.373,68.0,Die,1.59,66.71,0
1369.0,1231,3.947,2.102,59.6,Sand,1.81,56.48,1
1417.6,1158,3.106,2.007,97.8,Permanent,1.27,83.32,0
1514.8,968,3.155,1.69,105.5,Sand,1.79,51.74,1
1497.1,1209,3.945,2.088,56.9,Sand,0.59,57.86,1
1488.9,1320,3.737,1.744,110.2,Sand,0.61,54.82,1
1393.8,1486,3.883,2.602,55.9,Permanent,1.41,62.25,1
1379.1,1273,3.203,1.813,71.9,Die,1.6,69.08,0
1463.7,1385,3.588,1.588,101.3,Permanent,2.28,58.56,1
1508.0,844,3.701,2.329,97.8,Sand,0.71,52.34,1
1444.6,1115,3.68,2.393,128.7,Permanent,2.15,85.33,0
1447.2,708,3.408,2.808,48.6,Permanent,0.92,60.91,1
1397.6,922,3.015,2.365,94.5,Permanent,1.29,73.64,0
1480.8,1354,3.583,2.018,89.0,Sand,1.13,63.86,1
1381.8,1593,3.253,2.705,121.1,Permanent,1.3,52.12,1
1405.0,789,3.45,2.31,41.4,Sand,0.8,70.55,0
1422.3,1061,3.958,1.619,103.9,Permanent,1.51,71.17,0
1436.3,1420,3.399,2.349,84.7,Sand,2.1,78.3,0
1391.2,884,3.84,2.862,53.8,Die,1.38,73.39,0
1369.5,1200,3.189,2.094,74.8,Sand,1.48,71.53,0
1453.8,1360,3.672,1.944,60.0,Sand,2.2,64.62,1
1399.1,1254,3.977,1.715,85.8,Sand,1.91,68.91,0
1448.8,869,3.102,1.727,118.3,Permanent,1.48,64.58,1
1376.2,1020,3.008,2.149,84.8,Die,1.02,75.11,0
1431.8,1405,3.434,2.394,91.3,Permanent,2.27,69.22,0
1440.5,1199,3.093,1.621,79.5,Sand,1.65,73.95,0
1358.8,705,3.748,2.909,30.4,Sand,0.94,49.45,1
1407.2,1385,3.915,2.633,49.5,Permanent,1.04,64.89,1
1372.9,732,3.434,2.38,76.7,Permanent,2.11,71.1,0
1360.8,1371,3.259,2.743,57.6,Permanent,0.59,59.29,1
1518.3,882,3.434,1.62,44.1,Die,2.48,42.48,1
1404.8,1562,3.723,2.215,77.9,Die,0.76,68.62,0
1487.7,1031,3.009,2.445,58.9,Sand,2.09,66.71,0
1393.3,994,3.589,2.743,52.1,Sand,1.29,73.79,0
1465.9,834,3.613,2.675,73.7,Die,1.48,73.05,0
1479.2,975,3.638,1.916,39.0,Permanent,2.26,69.81,0
1451.3,1489,3.242,2.911,122.4,Permanent,1.33,60.7,1
1430.2,1597,3.714,1.687,116.1,Sand,1.57,62.61,1
1420.0,1031,3.091,2.813,99.3,Die,0.6,79.05,0
1409.3,1104,3.199,2.956,36.2,Die,0.5,69.24,0
1508.0,1350,3.877,1.766,106.5,Permanent,0.99,50.27,1
1491.2,1498,3.739,2.583,109.8,Permanent,1.86,64.07,1
1514.1,1234,3.014,1.56,105.6,Permanent,0.74,54.92,1
1371.1,1052,3.248,2.108,37.0,Permanent,0.73,81.48,0
1474.2,1071,3.214,2.274,92.6,Permanent,1.32,87.11,0
1509.5,1326,3.271,2.371,112.6,Sand,1.8,56.33,1
1380.8,703,3.248,2.904,85.6,Permanent,1.92,59.7,1
1361.3,1258,3.063,2.508,92.9,Die,0.86,63.28,1
1476.0,1020,3.459,2.222,73.1,Permanent,0.66,73.98,0
1447.7,1415,3.733,2.715,80.5,Sand,2.38,65.83,0
1493.1,784,3.607,2.926,28.6,Permanent,1.02,56.22,1
1373.8,1229,3.673,1.533,92.1,Permanent,2.21,65.47,0
1485.2,1133,3.081,2.974,33.6,Permanent,2.23,64.6,1
1384.3,1278,3.951,1.629,70.7,Die,2.05,70.69,0
1377.8,758,3.838,2.722,55.7,Die,0.84,53.43,1
1377.9,1222,3.805,1.921,82.3,Permanent,2.14,71.84,0
1488.5,1205,3.823,1.698,39.0,Permanent,2.04,59.23,1
1463.1,1205,3.933,2.16,97.6,Die,1.69,72.33,0
1438.9,1243,3.544,2.466,108.5,Permanent,1.17,76.87,0
1411.0,1309,3.2,2.071,42.2,Permanent,1.03,71.79,0
1499.1,1424,3.617,1.582,36.0,Sand,0.74,52.03,1
1416.7,943,3.743,2.399,40.3,Die,1.52,77.16,0
1488.8,1443,3.738,2.854,117.1,Permanent,1.67,53.1,1
1424.7,1148,3.521,2.075,80.5,Permanent,1.22,94.08,0
1414.1,769,3.068,1.824,74.1,Die,1.45,77.1,0
1428.7,753,3.371,2.164,36.2,Permanent,1.23,79.21,0
1401.2,1001,3.921,1.573,93.2,Permanent,1.78,79.05,0
1477.1,1406,3.584,2.731,116.1,Sand,2.3,55.64,1
1435.5,1337,3.538,2.74,112.0,Die,0.83,70.75,0
1389.5,1410,3.269,2.382,90.7,Permanent,1.26,65.75,0
1502.9,1166,3.368,2.03,32.9,Die,0.78,71.56,0
1415.3,1096,3.895,2.7,36.8,Sand,1.75,76.97,0
1442.4,833,3.666,2.332,30.2,Permanent,1.96,74.76,0
1504.1,995,3.787,2.739,52.0,Die,2.36,63.94,1
1456.1,1091,3.454,2.447,39.2,Permanent,1.06,81.36,0
1369.9,780,3.63,2.677,52.3,Permanent,2.4,62.94,1
1509.8,899,3.248,2.398,65.4,Sand,0.63,61.2,1
1456.7,1238,3.705,2.121,124.0,Permanent,1.71,81.46,0
1406.9,1362,3.428,2.937,89.1,Permanent,0.61,68.8,0
1373.7,1599,3.443,2.312,112.7,Permanent,2.29,48.08,1
1485.0,1540,3.649,2.408,99.6,Permanent,1.56,55.9,1
1455.4,1278,3.936,1.831,36.8,Die,1.84,67.82,0
1440.7,1079,3.064,2.438,102.3,Sand,2.16,79.93,0
1502.0,1273,3.825,2.357,53.9,Die,0.8,59.79,1
1484.1,1407,3.292,1.777,92.1,Permanent,0.58,50.33,1
1375.8,807,3.444,1.589,60.8,Permanent,2.26,64.28,1
1403.0,1069,3.022,2.407,129.8,Permanent,1.13,84.82,0
1392.2,1456,3.301,2.646,52.7,Permanent,0.76,64.8,1
1476.5,1045,3.503,2.285,54.3,Permanent,1.44,85.42,0
1355.7,1215,3.056,1.84,122.7,Sand,1.7,60.23,1
1446.9,1229,3.491,2.5,27.6,Die,0.56,75.34,0
1479.6,866,3.927,1.62,98.2,Die,1.05,62.03,1
1499.1,1026,3.105,2.163,101.2,Permanent,0.57,67.38,0
1408.2,1001,3.764,1.745,112.8,Die,1.34,75.26,0
1489.6,724,3.41,1.777,127.3,Permanent,2.29,45.66,1
1368.8,722,3.655,1.803,127.4,Permanent,2.47,48.45,1
1493.9,1449,3.26,2.08,31.9,Die,1.77,54.39,1
1371.7,946,3.159,1.577,111.3,Sand,0.82,56.96,1
1417.5,1166,3.16,2.097,92.9,Permanent,2.31,86.2,0
1485.5,969,3.07,2.268,93.0,Permanent,1.53,74.34,0
1375.5,1547,3.186,2.225,38.5,Permanent,0.81,57.56,1
1389.0,933,3.664,2.074,93.3,Sand,2.34,76.56,0
1472.8,1087,3.882,2.759,128.2,Permanent,2.01,68.89,0
1472.4,1485,3.814,1.718,120.7,Die,1.96,45.5,1
1459.0,1458,3.685,2.259,71.1,Permanent,1.92,70.13,0
1468.0,867,3.11,1.593,29.2,Permanent,0.9,58.32,1
1442.3,1422,3.289,1.607,63.0,Permanent,0.92,61.22,1
1392.8,1112,3.31,2.361,111.8,Sand,1.88,85.0,0
1408.8,1135,3.25,2.349,98.7,Permanent,0.94,86.73,0
1380.9,820,3.515,2.817,73.2,Sand,1.38,69.72,0
1504.4,773,3.536,2.337,30.8,Die,2.06,58.66,1
1449.2,1355,3.357,2.94,69.8,Die,2.07,67.79,0
1418.1,1147,3.354,1.573,74.2,Die,1.41,90.61,0
1428.5,1093,3.829,1.647,122.5,Die,2.08,78.39,0
1511.0,1357,3.789,1.566,92.3,Sand,2.18,48.11,1
1376.1,1389,3.308,1.778,57.7,Die,1.81,60.05,1
1449.7,843,3.914,2.312,80.2,Permanent,0.96,81.42,0
1436.0,1249,3.953,2.468,31.9,Permanent,1.05,73.66,0
1453.9,822,3.327,1.568,127.1,Permanent,1.13,64.52,1
1353.1,1376,3.354,2.919,62.8,Permanent,0.73,49.24,1
1498.3,1291,3.506,2.763,75.2,Permanent,1.05,72.34,0
1508.5,1561,3.941,1.945,62.3,Die,0.92,48.26,1
1446.1,762,3.876,1.616,96.7,Permanent,1.41,66.02,0
1468.4,751,3.103,1.755,94.5,Permanent,2.32,56.48,1
1506.8,954,3.393,1.69,100.1,Sand,0.71,58.48,1
1470.2,936,3.553,1.685,53.2,Permanent,1.94,80.2,0
1375.9,922,3.503,2.278,58.1,Permanent,1.87,69.57,0
1448.0,1516,3.194,1.869,38.2,Permanent,0.69,61.44,1
1453.1,925,3.859,2.037,93.8,Permanent,2.35,69.5,0
1422.1,945,3.677,2.984,29.2,Permanent,1.64,76.04,0
1475.2,1383,3.838,2.526,87.8,Sand,1.23,61.81,1
1508.8,1105,3.859,2.923,116.3,Sand,2.01,56.05,1
1507.3,1399,3.748,1.714,118.5,Permanent,1.01,48.81,1
1426.6,759,3.439,2.073,72.1,Permanent,1.89,76.05,0
1369.3,1139,3.611,2.332,73.2,Permanent,0.58,84.17,0
1517.4,730,3.16,1.615,33.1,Sand,2.18,29.87,1
1492.6,756,3.674,1.506,95.4,Permanent,1.4,57.36,1
1371.2,1516,3.179,2.506,111.2,Permanent,1.77,53.16,1
1506.5,825,3.694,2.463,50.7,Sand,0.94,49.58,1
1497.9,1179,3.23,2.116,69.2,Permanent,1.85,74.24,0
1438.2,1070,3.118,2.234,113.1,Permanent,2.04,77.65,0
1450.5,1013,3.165,2.123,117.1,Permanent,1.45,79.28,0
1417.8,1510,3.002,1.536,50.5,Die,1.74,54.83,1
1359.3,720,3.719,2.003,82.8,Die,1.41,60.97,1
